AAA		8086	AAA 	ASCII Adjust After Addition	AAA.html
FDIVP	FPUREG0	8086	FDIVP FPUREG, FPU0	Divide	FDIV:FDIVP:FIDIV.html
FDIVP		8086	FDIVP 	Divide	FDIV:FDIVP:FIDIV.html
FDIVR	M32	8086	FDIVR M32	Reverse Divide	FDIVR:FDIVRP:FIDIVR.html
FDIVR	M64	8086	FDIVR M64	Reverse Divide	FDIVR:FDIVRP:FIDIVR.html
FDIVR	FPUREG|to	8086	FDIVR FPUREG|to	Reverse Divide	FDIVR:FDIVRP:FIDIVR.html
FDIVR	FPUREG0	8086	FDIVR FPUREG, FPU0	Reverse Divide	FDIVR:FDIVRP:FIDIVR.html
FDIVR	FPUREG	8086	FDIVR FPUREG	Reverse Divide	FDIVR:FDIVRP:FIDIVR.html
FDIVR	FPU0REG	8086	FDIVR FPU0, FPUREG	Reverse Divide	FDIVR:FDIVRP:FIDIVR.html
FDIVR		8086	FDIVR 	Reverse Divide	FDIVR:FDIVRP:FIDIVR.html
FDIVRP	FPUREG	8086	FDIVRP FPUREG	Reverse Divide	FDIVR:FDIVRP:FIDIVR.html
FDIVRP	FPUREG0	8086	FDIVRP FPUREG, FPU0	Reverse Divide	FDIVR:FDIVRP:FIDIVR.html
FDIVRP		8086	FDIVRP 	Reverse Divide	FDIVR:FDIVRP:FIDIVR.html
FEMMS		PENT,3DNOW	FEMMS 	TODO: PENT,3DNOW	
FENI		8086	FENI 	TODO: 8086	
FFREE	FPUREG	8086	FFREE FPUREG	Free Floating-Point Register	FFREE.html
FFREE		8086	FFREE 	Free Floating-Point Register	FFREE.html
FFREEP	FPUREG	286,UNDOC	FFREEP FPUREG	TODO: 286,UNDOC	
FFREEP		286,UNDOC	FFREEP 	TODO: 286,UNDOC	
FIADD	M32	8086	FIADD M32	Add	FADD:FADDP:FIADD.html
FIADD	M16	8086	FIADD M16	Add	FADD:FADDP:FIADD.html
FICOM	M32	8086	FICOM M32	Compare Integer	FICOM:FICOMP.html
FICOM	M16	8086	FICOM M16	Compare Integer	FICOM:FICOMP.html
FICOMP	M32	8086	FICOMP M32	Compare Integer	FICOM:FICOMP.html
FICOMP	M16	8086	FICOMP M16	Compare Integer	FICOM:FICOMP.html
FIDIV	M32	8086	FIDIV M32	Divide	FDIV:FDIVP:FIDIV.html
FIDIV	M16	8086	FIDIV M16	Divide	FDIV:FDIVP:FIDIV.html
FIDIVR	M32	8086	FIDIVR M32	Reverse Divide	FDIVR:FDIVRP:FIDIVR.html
FIDIVR	M16	8086	FIDIVR M16	Reverse Divide	FDIVR:FDIVRP:FIDIVR.html
FILD	M32	8086	FILD M32	Load Integer	FILD.html
FILD	M16	8086	FILD M16	Load Integer	FILD.html
FILD	M64	8086	FILD M64	Load Integer	FILD.html
FIMUL	M32	8086	FIMUL M32	Multiply	FMUL:FMULP:FIMUL.html
FIMUL	M16	8086	FIMUL M16	Multiply	FMUL:FMULP:FIMUL.html
FINCSTP		8086	FINCSTP 	Increment Stack-Top Pointer	FINCSTP.html
FINIT		8086	FINIT 	Initialize Floating-Point Unit	FINIT:FNINIT.html
FIST	M32	8086	FIST M32	Store Integer	FIST:FISTP.html
FIST	M16	8086	FIST M16	Store Integer	FIST:FISTP.html
FISTP	M32	8086	FISTP M32	Store Integer	FIST:FISTP.html
FISTP	M16	8086	FISTP M16	Store Integer	FIST:FISTP.html
FISTP	M64	8086	FISTP M64	Store Integer	FIST:FISTP.html
FISTTP	M16	PRESCOTT	FISTTP M16	Store Integer with Truncation	FISTTP.html
FISTTP	M32	PRESCOTT	FISTTP M32	Store Integer with Truncation	FISTTP.html
FISTTP	M64	PRESCOTT	FISTTP M64	Store Integer with Truncation	FISTTP.html
FISUB	M32	8086	FISUB M32	Subtract	FSUB:FSUBP:FISUB.html
FISUB	M16	8086	FISUB M16	Subtract	FSUB:FSUBP:FISUB.html
FISUBR	M32	8086	FISUBR M32	Reverse Subtract	FSUBR:FSUBRP:FISUBR.html
FISUBR	M16	8086	FISUBR M16	Reverse Subtract	FSUBR:FSUBRP:FISUBR.html
FLD	M32	8086	FLD M32	Load Floating Point Value	FLD.html
FLD	M64	8086	FLD M64	Load Floating Point Value	FLD.html
FLD	M80	8086	FLD M80	Load Floating Point Value	FLD.html
FLD	FPUREG	8086	FLD FPUREG	Load Floating Point Value	FLD.html
FLD		8086	FLD 	Load Floating Point Value	FLD.html
FLD1		8086	FLD1 	Load Constant	FLD1:FLDL2T:FLDL2E:FLDPI:FLDLG2:FLDLN2:FLDZ.html
FLDCW	MEM	8086	FLDCW MEM	Load x87 FPU Control Word	FLDCW.html
FLDENV	MEM	8086	FLDENV MEM	Load x87 FPU Environment	FLDENV.html
FLDL2E		8086	FLDL2E 	Load Constant	FLD1:FLDL2T:FLDL2E:FLDPI:FLDLG2:FLDLN2:FLDZ.html
FLDL2T		8086	FLDL2T 	Load Constant	FLD1:FLDL2T:FLDL2E:FLDPI:FLDLG2:FLDLN2:FLDZ.html
FLDLG2		8086	FLDLG2 	Load Constant	FLD1:FLDL2T:FLDL2E:FLDPI:FLDLG2:FLDLN2:FLDZ.html
FLDLN2		8086	FLDLN2 	Load Constant	FLD1:FLDL2T:FLDL2E:FLDPI:FLDLG2:FLDLN2:FLDZ.html
FLDPI		8086	FLDPI 	Load Constant	FLD1:FLDL2T:FLDL2E:FLDPI:FLDLG2:FLDLN2:FLDZ.html
FLDZ		8086	FLDZ 	Load Constant	FLD1:FLDL2T:FLDL2E:FLDPI:FLDLG2:FLDLN2:FLDZ.html
FMUL	M32	8086	FMUL M32	Multiply	FMUL:FMULP:FIMUL.html
FMUL	M64	8086	FMUL M64	Multiply	FMUL:FMULP:FIMUL.html
FMUL	FPUREG|to	8086	FMUL FPUREG|to	Multiply	FMUL:FMULP:FIMUL.html
FMUL	FPUREG0	8086	FMUL FPUREG, FPU0	Multiply	FMUL:FMULP:FIMUL.html
FMUL	FPUREG	8086	FMUL FPUREG	Multiply	FMUL:FMULP:FIMUL.html
FMUL	FPU0REG	8086	FMUL FPU0, FPUREG	Multiply	FMUL:FMULP:FIMUL.html
FMUL		8086	FMUL 	Multiply	FMUL:FMULP:FIMUL.html
FMULP	FPUREG	8086	FMULP FPUREG	Multiply	FMUL:FMULP:FIMUL.html
FMULP	FPUREG0	8086	FMULP FPUREG, FPU0	Multiply	FMUL:FMULP:FIMUL.html
FMULP		8086	FMULP 	Multiply	FMUL:FMULP:FIMUL.html
FNCLEX		8086	FNCLEX 	Clear Exceptions	FCLEX:FNCLEX.html
FNDISI		8086	FNDISI 	TODO: 8086	
FNENI		8086	FNENI 	TODO: 8086	
FNINIT		8086	FNINIT 	Initialize Floating-Point Unit	FINIT:FNINIT.html
FNOP		8086	FNOP 	No Operation	FNOP.html
FNSAVE	MEM	8086	FNSAVE MEM	Store x87 FPU State	FSAVE:FNSAVE.html
FNSTCW	MEM	8086	FNSTCW MEM	Store x87 FPU Control Word	FSTCW:FNSTCW.html
FNSTENV	MEM	8086	FNSTENV MEM	Store x87 FPU Environment	FSTENV:FNSTENV.html
FNSTSW	MEM	8086	FNSTSW MEM	Store x87 FPU Status Word	FSTSW:FNSTSW.html
FNSTSW	AX	286	FNSTSW AX	Store x87 FPU Status Word	FSTSW:FNSTSW.html
FPATAN		8086	FPATAN 	Partial Arctangent	FPATAN.html
FPREM		8086	FPREM 	Partial Remainder	FPREM.html
FPREM1		386	FPREM1 	Partial Remainder	FPREM1.html
FPTAN		8086	FPTAN 	Partial Tangent	FPTAN.html
FRNDINT		8086	FRNDINT 	Round to Integer	FRNDINT.html
FRSTOR	MEM	8086	FRSTOR MEM	Restore x87 FPU State	FRSTOR.html
FSAVE	MEM	8086	FSAVE MEM	Store x87 FPU State	FSAVE:FNSAVE.html
FSCALE		8086	FSCALE 	Scale	FSCALE.html
FSETPM		286	FSETPM 	TODO: 286	
FSIN		386	FSIN 	Sine	FSIN.html
FSINCOS		386	FSINCOS 	Sine and Cosine	FSINCOS.html
FSQRT		8086	FSQRT 	Square Root	FSQRT.html
FST	M32	8086	FST M32	Store Floating Point Value	FST:FSTP.html
FST	M64	8086	FST M64	Store Floating Point Value	FST:FSTP.html
FST	FPUREG	8086	FST FPUREG	Store Floating Point Value	FST:FSTP.html
FST		8086	FST 	Store Floating Point Value	FST:FSTP.html
FSTCW	MEM	8086	FSTCW MEM	Store x87 FPU Control Word	FSTCW:FNSTCW.html
FSTENV	MEM	8086	FSTENV MEM	Store x87 FPU Environment	FSTENV:FNSTENV.html
FSTP	M32	8086	FSTP M32	Store Floating Point Value	FST:FSTP.html
FSTP	M64	8086	FSTP M64	Store Floating Point Value	FST:FSTP.html
FSTP	M80	8086	FSTP M80	Store Floating Point Value	FST:FSTP.html
FSTP	FPUREG	8086	FSTP FPUREG	Store Floating Point Value	FST:FSTP.html
FSTP		8086	FSTP 	Store Floating Point Value	FST:FSTP.html
FSTSW	MEM	8086	FSTSW MEM	Store x87 FPU Status Word	FSTSW:FNSTSW.html
FSTSW	AX	286	FSTSW AX	Store x87 FPU Status Word	FSTSW:FNSTSW.html
FSUB	M32	8086	FSUB M32	Subtract	FSUB:FSUBP:FISUB.html
FSUB	M64	8086	FSUB M64	Subtract	FSUB:FSUBP:FISUB.html
FSUB	FPUREG|to	8086	FSUB FPUREG|to	Subtract	FSUB:FSUBP:FISUB.html
FSUB	FPUREG0	8086	FSUB FPUREG, FPU0	Subtract	FSUB:FSUBP:FISUB.html
FSUB	FPUREG	8086	FSUB FPUREG	Subtract	FSUB:FSUBP:FISUB.html
FSUB	FPU0REG	8086	FSUB FPU0, FPUREG	Subtract	FSUB:FSUBP:FISUB.html
FSUB		8086	FSUB 	Subtract	FSUB:FSUBP:FISUB.html
FSUBP	FPUREG	8086	FSUBP FPUREG	Subtract	FSUB:FSUBP:FISUB.html
FSUBP	FPUREG0	8086	FSUBP FPUREG, FPU0	Subtract	FSUB:FSUBP:FISUB.html
FSUBP		8086	FSUBP 	Subtract	FSUB:FSUBP:FISUB.html
FSUBR	M32	8086	FSUBR M32	Reverse Subtract	FSUBR:FSUBRP:FISUBR.html
FSUBR	M64	8086	FSUBR M64	Reverse Subtract	FSUBR:FSUBRP:FISUBR.html
FSUBR	FPUREG|to	8086	FSUBR FPUREG|to	Reverse Subtract	FSUBR:FSUBRP:FISUBR.html
FSUBR	FPUREG0	8086	FSUBR FPUREG, FPU0	Reverse Subtract	FSUBR:FSUBRP:FISUBR.html
FSUBR	FPUREG	8086	FSUBR FPUREG	Reverse Subtract	FSUBR:FSUBRP:FISUBR.html
FSUBR	FPU0REG	8086	FSUBR FPU0, FPUREG	Reverse Subtract	FSUBR:FSUBRP:FISUBR.html
FSUBR		8086	FSUBR 	Reverse Subtract	FSUBR:FSUBRP:FISUBR.html
FSUBRP	FPUREG	8086	FSUBRP FPUREG	Reverse Subtract	FSUBR:FSUBRP:FISUBR.html
FSUBRP	FPUREG0	8086	FSUBRP FPUREG, FPU0	Reverse Subtract	FSUBR:FSUBRP:FISUBR.html
FSUBRP		8086	FSUBRP 	Reverse Subtract	FSUBR:FSUBRP:FISUBR.html
FTST		8086	FTST 	TEST	FTST.html
FUCOM	FPUREG	386	FUCOM FPUREG	Unordered Compare Floating Point Values	FUCOM:FUCOMP:FUCOMPP.html
FUCOM	FPU0REG	386	FUCOM FPU0, FPUREG	Unordered Compare Floating Point Values	FUCOM:FUCOMP:FUCOMPP.html
FUCOM		386	FUCOM 	Unordered Compare Floating Point Values	FUCOM:FUCOMP:FUCOMPP.html
FUCOMI	FPUREG	P6	FUCOMI FPUREG	Compare Floating Point Values and Set EFLAGS	FCOMI:FCOMIP: FUCOMI:FUCOMIP.html
FUCOMI	FPU0REG	P6	FUCOMI FPU0, FPUREG	Compare Floating Point Values and Set EFLAGS	FCOMI:FCOMIP: FUCOMI:FUCOMIP.html
FUCOMI		P6	FUCOMI 	Compare Floating Point Values and Set EFLAGS	FCOMI:FCOMIP: FUCOMI:FUCOMIP.html
FUCOMIP	FPUREG	P6	FUCOMIP FPUREG	Compare Floating Point Values and Set EFLAGS	FCOMI:FCOMIP: FUCOMI:FUCOMIP.html
FUCOMIP	FPU0REG	P6	FUCOMIP FPU0, FPUREG	Compare Floating Point Values and Set EFLAGS	FCOMI:FCOMIP: FUCOMI:FUCOMIP.html
FUCOMIP		P6	FUCOMIP 	Compare Floating Point Values and Set EFLAGS	FCOMI:FCOMIP: FUCOMI:FUCOMIP.html
FUCOMP	FPUREG	386	FUCOMP FPUREG	Unordered Compare Floating Point Values	FUCOM:FUCOMP:FUCOMPP.html
FUCOMP	FPU0REG	386	FUCOMP FPU0, FPUREG	Unordered Compare Floating Point Values	FUCOM:FUCOMP:FUCOMPP.html
FUCOMP		386	FUCOMP 	Unordered Compare Floating Point Values	FUCOM:FUCOMP:FUCOMPP.html
FUCOMPP		386	FUCOMPP 	Unordered Compare Floating Point Values	FUCOM:FUCOMP:FUCOMPP.html
FXAM		8086	FXAM 	Examine ModR/M	FXAM.html
FXCH	FPUREG	8086	FXCH FPUREG	Exchange Register Contents	FXCH.html
FXCH	FPUREG0	8086	FXCH FPUREG, FPU0	Exchange Register Contents	FXCH.html
FXCH	FPU0REG	8086	FXCH FPU0, FPUREG	Exchange Register Contents	FXCH.html
FXCH		8086	FXCH 	Exchange Register Contents	FXCH.html
FXTRACT		8086	FXTRACT 	Extract Exponent and Significand	FXTRACT.html
FYL2X		8086	FYL2X 	Compute y  log2x	FYL2X.html
FYL2XP1		8086	FYL2XP1 	Compute y  log2(x +1)	FYL2XP1.html
HLT		8086	HLT 	Halt	HLT.html
IBTS	MEM,R16	386,UNDOC	IBTS MEM, R16	TODO: 386,UNDOC,SD	
IBTS	R16,R16	386,UNDOC	IBTS R16, R16	TODO: 386,UNDOC,SD	
IBTS	MEM,R32	386,SD,UNDOC	IBTS MEM, R32	TODO: 386,UNDOC,SD	
IBTS	R32,R32	386,UNDOC	IBTS R32, R32	TODO: 386,UNDOC,SD	
ICEBP		386	ICEBP 	TODO: 386	
IDIV	R/M8	8086	IDIV r/m8	Signed Divide	IDIV.html
IDIV	R/M16	8086	IDIV r/m16	Signed Divide	IDIV.html
IDIV	R/M32	386	IDIV R/M32	Signed Divide	IDIV.html
IDIV	R/M64	X64	IDIV r/m64	Signed Divide	IDIV.html
IMUL	R/M8	8086	IMUL r/m8	Signed Multiply	IMUL.html
IMUL	R/M16	8086	IMUL r/m16	Signed Multiply	IMUL.html
IMUL	R/M32	386	IMUL R/M32	Signed Multiply	IMUL.html
IMUL	R/M64	X64	IMUL r/m64	Signed Multiply	IMUL.html
IMUL	R16,MEM	386	IMUL R16, MEM	Signed Multiply	IMUL.html
IMUL	R16,R16	386	IMUL R16, R16	Signed Multiply	IMUL.html
IMUL	R32,MEM	386	IMUL R32, MEM	Signed Multiply	IMUL.html
IMUL	R32,R32	386	IMUL R32, R32	Signed Multiply	IMUL.html
IMUL	R64,MEM	X64	IMUL r64, MEM	Signed Multiply	IMUL.html
IMUL	R64,R64	X64	IMUL r64, r64	Signed Multiply	IMUL.html
IMUL	R16,MEM,IMM8	186	IMUL R16, MEM, IMM8	Signed Multiply	IMUL.html
IMUL	R16,MEM,IMM16	186	IMUL R16, MEM, IMM16	Signed Multiply	IMUL.html
IMUL	R16,MEM,IMM	186	IMUL R16, MEM, IMM	Signed Multiply	IMUL.html
IMUL	R16,R16,IMM8	186	IMUL R16, R16, IMM8	Signed Multiply	IMUL.html
IMUL	R16,R16,IMM16	186	IMUL R16, R16, IMM16	Signed Multiply	IMUL.html
IMUL	R16,R16,IMM	186	IMUL R16, R16, IMM	Signed Multiply	IMUL.html
IMUL	R32,MEM,IMM8	386	IMUL R32, MEM, IMM8	Signed Multiply	IMUL.html
IMUL	R32,MEM,IMM32	386	IMUL R32, MEM, IMM32	Signed Multiply	IMUL.html
IMUL	R32,MEM,IMM	386	IMUL R32, MEM, IMM	Signed Multiply	IMUL.html
IMUL	R32,R32,IMM8	386	IMUL R32, R32, IMM8	Signed Multiply	IMUL.html
IMUL	R32,R32,IMM32	386	IMUL R32, R32, IMM32	Signed Multiply	IMUL.html
IMUL	R32,R32,IMM	386	IMUL R32, R32, IMM	Signed Multiply	IMUL.html
IMUL	R64,MEM,IMM8	X64	IMUL r64, MEM, IMM8	Signed Multiply	IMUL.html
IMUL	R64,MEM,IMM32	X64	IMUL r64, MEM, IMM32	Signed Multiply	IMUL.html
IMUL	R64,MEM,IMM	X64	IMUL r64, MEM, IMM	Signed Multiply	IMUL.html
IMUL	R64,R64,IMM8	X64	IMUL r64, r64, IMM8	Signed Multiply	IMUL.html
IMUL	R64,R64,IMM32	X64	IMUL r64, r64, IMM32	Signed Multiply	IMUL.html
IMUL	R64,R64,IMM	X64	IMUL r64, r64, IMM	Signed Multiply	IMUL.html
IMUL	R16,IMM8	186	IMUL R16, IMM8	Signed Multiply	IMUL.html
IMUL	R16,IMM16	186	IMUL R16, IMM16	Signed Multiply	IMUL.html
IMUL	R16,IMM	186	IMUL R16, IMM	Signed Multiply	IMUL.html
IMUL	R32,IMM8	386	IMUL R32, IMM8	Signed Multiply	IMUL.html
IMUL	R32,IMM32	386	IMUL R32, IMM32	Signed Multiply	IMUL.html
IMUL	R32,IMM	386	IMUL R32, IMM	Signed Multiply	IMUL.html
IMUL	R64,IMM8	X64	IMUL r64, IMM8	Signed Multiply	IMUL.html
IMUL	R64,IMM32	X64	IMUL r64, IMM32	Signed Multiply	IMUL.html
IMUL	R64,IMM	X64	IMUL r64, IMM	Signed Multiply	IMUL.html
IN	AL,IMM	8086	IN AL, IMM	Input from Port	IN.html
IN	AX,IMM	8086	IN AX, IMM	Input from Port	IN.html
IN	EAX,IMM	386	IN EAX, IMM	Input from Port	IN.html
IN	AL,DX	8086	IN AL, DX	Input from Port	IN.html
IN	AX,DX	8086	IN AX, DX	Input from Port	IN.html
IN	EAX,DX	386	IN EAX, DX	Input from Port	IN.html
INC	R16	8086	INC R16	Increment by 1	INC.html
INC	R32	386	INC R32	Increment by 1	INC.html
INC	R/M8	8086	INC r/m8	Increment by 1	INC.html
INC	R/M16	8086	INC r/m16	Increment by 1	INC.html
INC	R/M32	386	INC R/M32	Increment by 1	INC.html
INC	R/M64	X64	INC r/m64	Increment by 1	INC.html
INSB		186	INSB 	Input from Port to String	INS:INSB:INSW:INSD.html
INSD		386	INSD 	Input from Port to String	INS:INSB:INSW:INSD.html
INSW		186	INSW 	Input from Port to String	INS:INSB:INSW:INSD.html
INT	IMM	8086	INT IMM	Call to Interrupt Procedure	INT n:INTO:INT 3.html
INTO		8086	INTO 	Call to Interrupt Procedure	INT n:INTO:INT 3.html
INVD		486	INVD 	Invalidate Internal Caches	INVD.html
INVPCID	R32,M128	FUTURE,INVPCID	INVPCID R32, M128	Invalidate Process-Context Identifier	INVPCID.html
INVPCID	R64,M128	FUTURE,INVPCID,LONG	INVPCID r64, M128	Invalidate Process-Context Identifier	INVPCID.html
INVLPG	MEM	486	INVLPG MEM	Invalidate TLB Entries	INVLPG.html
INVLPGA	AX,reg_ecx	X86_64,AMD	INVLPGA AX, ECX	TODO: X86_64,AMD,X64	
INVLPGA	EAX,reg_ecx	X86_64,AMD	INVLPGA EAX, ECX	TODO: X86_64,AMD,X64	
INVLPGA	RAX,reg_ecx	X64,AMD	INVLPGA RAX, ECX	TODO: X86_64,AMD,X64	
INVLPGA		X86_64,AMD	INVLPGA 	TODO: X86_64,AMD,X64	
IRET		8086	IRET 	Interrupt Return	IRET:IRETD.html
IRETD		386	IRETD 	Interrupt Return	IRET:IRETD.html
IRETQ		X64	IRETQ 	TODO: X64	
IRETW		8086	IRETW 	TODO: 8086	
JCXZ	IMM	8086	JCXZ IMM	Jump if CX register is 0	Jcc.html
JECXZ	IMM	386	JECXZ IMM	Jump if ECX register is 0	Jcc.html
JRCXZ	IMM	X64	JRCXZ IMM	Jump if RCX register is 0	Jcc.html
JMP	IMM|SHORT	8086	JMP IMM|SHORT	Unconditional Jump	Jcc.html
JMP	IMM	8086	JMP IMM	Unconditional Jump	Jcc.html
JMP	IMM	8086,BND	JMP IMM	Unconditional Jump	Jcc.html
JMP	IMM|NEAR	8086,BND	JMP IMM|NEAR	Unconditional Jump	Jcc.html
JMP	IMM|far	8086	JMP IMM|far	Unconditional Jump	Jcc.html
JMP	IMM16	8086,BND	JMP IMM16	Unconditional Jump	Jcc.html
JMP	IMM16|NEAR	8086,BND	JMP IMM16|NEAR	Unconditional Jump	Jcc.html
JMP	IMM16|far	8086	JMP IMM16|far	Unconditional Jump	Jcc.html
JMP	IMM32	386,BND	JMP IMM32	Unconditional Jump	Jcc.html
JMP	IMM32|NEAR	386,BND	JMP IMM32|NEAR	Unconditional Jump	Jcc.html
JMP	IMM32|far	386	JMP IMM32|far	Unconditional Jump	Jcc.html
JMP	IMM64	X64,BND	JMP IMM64	Unconditional Jump	Jcc.html
JMP	IMM64|NEAR	X64,BND	JMP IMM64|NEAR	Unconditional Jump	Jcc.html
JMP	IMM:IMM	8086	JMP IMM:IMM	Unconditional Jump	Jcc.html
JMP	IMM16:IMM	8086	JMP IMM16:IMM	Unconditional Jump	Jcc.html
JMP	IMM:IMM16	8086	JMP IMM:IMM16	Unconditional Jump	Jcc.html
JMP	IMM32:IMM	386	JMP IMM32:IMM	Unconditional Jump	Jcc.html
JMP	IMM:IMM32	386	JMP IMM:IMM32	Unconditional Jump	Jcc.html
JMP	MEM|far	8086	JMP MEM|far	Unconditional Jump	Jcc.html
JMP	MEM|far	X64	JMP MEM|far	Unconditional Jump	Jcc.html
JMP	M16|far	8086	JMP M16|far	Unconditional Jump	Jcc.html
JMP	M32|far	386	JMP M32|far	Unconditional Jump	Jcc.html
JMP	M64|far	X64	JMP M64|far	Unconditional Jump	Jcc.html
JMP	MEM|NEAR	8086,BND	JMP MEM|NEAR	Unconditional Jump	Jcc.html
JMP	R/M16|NEAR	8086,BND	JMP r/m16|NEAR	Unconditional Jump	Jcc.html
JMP	R/M32|NEAR	386,BND	JMP R/M32|NEAR	Unconditional Jump	Jcc.html
JMP	R/M64|NEAR	X64,BND	JMP r/m64|NEAR	Unconditional Jump	Jcc.html
JMP	MEM	8086,BND	JMP MEM	Unconditional Jump	Jcc.html
JMP	R/M16	8086,BND	JMP r/m16	Unconditional Jump	Jcc.html
JMP	R/M32	386,BND	JMP R/M32	Unconditional Jump	Jcc.html
JMP	R/M64	X64,BND	JMP r/m64	Unconditional Jump	Jcc.html
JMPE	IMM	IA64	JMPE IMM	TODO: IA64	
JMPE	IMM16	IA64	JMPE IMM16	TODO: IA64	
JMPE	IMM32	IA64	JMPE IMM32	TODO: IA64	
JMPE	R/M16	IA64	JMPE r/m16	TODO: IA64	
JMPE	R/M32	IA64	JMPE R/M32	TODO: IA64	
LAHF		8086	LAHF 	Load Status Flags into AH Register	LAHF.html
LAR	R16,MEM	286	LAR R16, MEM	Load Access Rights Byte	LAR.html
LAR	R16,R16	286	LAR R16, R16	Load Access Rights Byte	LAR.html
LAR	R16,R32	386	LAR R16, R32	Load Access Rights Byte	LAR.html
LAR	R16,R64	X64	LAR R16, r64	Load Access Rights Byte	LAR.html
LAR	R32,MEM	386	LAR R32, MEM	Load Access Rights Byte	LAR.html
LAR	R32,R16	386	LAR R32, R16	Load Access Rights Byte	LAR.html
LAR	R32,R32	386	LAR R32, R32	Load Access Rights Byte	LAR.html
LAR	R32,R64	X64	LAR R32, r64	Load Access Rights Byte	LAR.html
LAR	R64,MEM	X64	LAR r64, MEM	Load Access Rights Byte	LAR.html
LAR	R64,R16	X64	LAR r64, R16	Load Access Rights Byte	LAR.html
LAR	R64,R32	X64	LAR r64, R32	Load Access Rights Byte	LAR.html
LAR	R64,R64	X64	LAR r64, r64	Load Access Rights Byte	LAR.html
LDS	R16,MEM	8086	LDS R16, MEM	Load Far Pointer	LDS:LES:LFS:LGS:LSS.html
LDS	R32,MEM	386	LDS R32, MEM	Load Far Pointer	LDS:LES:LFS:LGS:LSS.html
LEA	R16,MEM	8086	LEA R16, MEM	Load Effective Address	LEA.html
LEA	R32,MEM	386	LEA R32, MEM	Load Effective Address	LEA.html
LEA	R64,MEM	X64	LEA r64, MEM	Load Effective Address	LEA.html
LEAVE		186	LEAVE 	High Level Procedure Exit	LEAVE.html
LES	R16,MEM	8086	LES R16, MEM	Load Far Pointer	LDS:LES:LFS:LGS:LSS.html
LES	R32,MEM	386	LES R32, MEM	Load Far Pointer	LDS:LES:LFS:LGS:LSS.html
LFENCE		X64,AMD	LFENCE 	Load Fence	LFENCE.html
LFENCE		SSE2	LFENCE 	Load Fence	LFENCE.html
LFS	R16,MEM	386	LFS R16, MEM	Load Far Pointer	LDS:LES:LFS:LGS:LSS.html
LFS	R32,MEM	386	LFS R32, MEM	Load Far Pointer	LDS:LES:LFS:LGS:LSS.html
LFS	R64,MEM	X64	LFS r64, MEM	Load Far Pointer	LDS:LES:LFS:LGS:LSS.html
LGDT	MEM	286	LGDT MEM	Load Global/Interrupt Descriptor Table Register	LGDT:LIDT.html
LGS	R16,MEM	386	LGS R16, MEM	Load Far Pointer	LDS:LES:LFS:LGS:LSS.html
LGS	R32,MEM	386	LGS R32, MEM	Load Far Pointer	LDS:LES:LFS:LGS:LSS.html
LGS	R64,MEM	X64	LGS r64, MEM	Load Far Pointer	LDS:LES:LFS:LGS:LSS.html
LIDT	MEM	286	LIDT MEM	Load Global/Interrupt Descriptor Table Register	LGDT:LIDT.html
LLDT	MEM	286	LLDT MEM	Load Local Descriptor Table Register	LLDT.html
LLDT	M16	286	LLDT M16	Load Local Descriptor Table Register	LLDT.html
LLDT	R16	286	LLDT R16	Load Local Descriptor Table Register	LLDT.html
LMSW	MEM	286	LMSW MEM	Load Machine Status Word	LMSW.html
LMSW	M16	286	LMSW M16	Load Machine Status Word	LMSW.html
LMSW	R16	286	LMSW R16	Load Machine Status Word	LMSW.html
LOADALL		386,UNDOC	LOADALL 	TODO: 386,UNDOC	
LOADALL286		286,UNDOC	LOADALL286 	TODO: 286,UNDOC	
LODSB		8086	LODSB 	Load String	LODS:LODSB:LODSW:LODSD:LODSQ.html
LODSD		386	LODSD 	Load String	LODS:LODSB:LODSW:LODSD:LODSQ.html
LODSQ		X64	LODSQ 	Load String	LODS:LODSB:LODSW:LODSD:LODSQ.html
LODSW		8086	LODSW 	Load String	LODS:LODSB:LODSW:LODSD:LODSQ.html
LOOP	IMM	8086	LOOP IMM	Loop According to ECX Counter. Jump SHORT if RCX!=0	LOOP:LOOPcc.html
LOOP	IMM,reg_cx	8086	LOOP IMM, CX	Loop According to ECX Counter. Jump SHORT if RCX!=0	LOOP:LOOPcc.html
LOOP	IMM,reg_ecx	386	LOOP IMM, ECX	Loop According to ECX Counter. Jump SHORT if RCX!=0	LOOP:LOOPcc.html
LOOP	IMM,reg_rcx	X64	LOOP IMM, RCX	Loop According to ECX Counter. Jump SHORT if RCX!=0	LOOP:LOOPcc.html
LOOPE	IMM	8086	LOOPE IMM	Loop According to ECX Counter. Jump SHORT if RCX!=0 and ZF=1	LOOP:LOOPcc.html
LOOPE	IMM,reg_cx	8086	LOOPE IMM, CX	Loop According to ECX Counter. Jump SHORT if RCX!=0 and ZF=1	LOOP:LOOPcc.html
LOOPE	IMM,reg_ecx	386	LOOPE IMM, ECX	Loop According to ECX Counter. Jump SHORT if RCX!=0 and ZF=1	LOOP:LOOPcc.html
LOOPE	IMM,reg_rcx	X64	LOOPE IMM, RCX	Loop According to ECX Counter. Jump SHORT if RCX!=0 and ZF=1	LOOP:LOOPcc.html
LOOPNE	IMM	8086	LOOPNE IMM	Loop According to ECX Counter. Jump SHORT if RCX!=0 and ZF=0	LOOP:LOOPcc.html
