;Intel Cannon Lake
;Instruction timings and µop breakdown, generated from uops.info instructions.xml (2026-03-29).
;Columns: Instruction<TAB>operands<TAB>µOps-fused<TAB>µOps-unfused<TAB>ports<TAB>latency<TAB>throughput<TAB>remark
PREFETCHW	M512	1	1	1*p23		0.50	PREFETCH_NOP
VSUBPS	YMM, YMM, YMM	1	1	1*p01	4	0.50	AVX
VSUBSD	XMM, XMM, XMM	1	1	1*p01	4	0.50	AVX
VSUBSS	XMM, XMM, XMM	1	1	1*p01	4	0.50	AVX
VTESTPD	XMM, XMM	1	1	1*p0	3	1.00	AVX
VTESTPD	YMM, YMM	1	1	1*p0	5	1.00	AVX
VTESTPS	XMM, XMM	1	1	1*p0	3	1.00	AVX
VTESTPS	YMM, YMM	1	1	1*p0	5	1.00	AVX
VUCOMISD	XMM, XMM	1	1	1*p0	3	1.00	AVX
VUCOMISS	XMM, XMM	1	1	1*p0	3	1.00	AVX
VUNPCKHPD	XMM, XMM, XMM	1	1	1*p5	1	1.00	AVX
VUNPCKHPD	YMM, YMM, YMM	1	1	1*p5	1	1.00	AVX
VUNPCKHPS	XMM, XMM, XMM	1	1	1*p5	1	1.00	AVX
VUNPCKHPS	YMM, YMM, YMM	1	1	1*p5	1	1.00	AVX
VUNPCKLPD	XMM, XMM, XMM	1	1	1*p5	1	1.00	AVX
VUNPCKLPD	YMM, YMM, YMM	1	1	1*p5	1	1.00	AVX
VUNPCKLPS	XMM, XMM, XMM	1	1	1*p5	1	1.00	AVX
VUNPCKLPS	YMM, YMM, YMM	1	1	1*p5	1	1.00	AVX
VXORPD	XMM, XMM, XMM	1	1	1*p015	1	0.33	AVX
VXORPD	YMM, YMM, YMM	1	1	1*p015	1	0.33	AVX
VXORPS	XMM, XMM, XMM	1	1	1*p015	1	0.33	AVX
VXORPS	YMM, YMM, YMM	1	1	1*p015	1	0.33	AVX
VZEROUPPER		4	0			1.00	AVX
VBROADCASTI128	YMM, M128	1	1	1*p23		0.50	AVX2
VBROADCASTSS	XMM, XMM	1	1	1*p5	1	1.00	AVX2
VEXTRACTI128	M128, YMM, I8	2	2	1*p23+1*p4	4	1.00	AVX2
VINSERTI128	YMM, YMM, M128, I8	2	2	1*p015+1*p23	1	1.00	AVX2
VMOVNTDQA	YMM, M256	2	2	1*p015+1*p23		1.00	AVX2
VMPSADBW	YMM, YMM, YMM, I8	2	2	2*p5	4	2.00	AVX2
VPABSB	YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPABSD	YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPABSW	YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPACKSSDW	YMM, YMM, YMM	1	1	1*p5	1	1.00	AVX2
VPACKSSWB	YMM, YMM, YMM	1	1	1*p5	1	1.00	AVX2
VPACKUSDW	YMM, YMM, YMM	1	1	1*p5	1	1.00	AVX2
VPACKUSWB	YMM, YMM, YMM	1	1	1*p5	1	1.00	AVX2
VPADDB	YMM, YMM, YMM	1	1	1*p015	1	0.33	AVX2
VPADDD	YMM, YMM, YMM	1	1	1*p015	1	0.33	AVX2
VPADDQ	YMM, YMM, YMM	1	1	1*p015	1	0.33	AVX2
VPADDSB	YMM, YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPADDSW	YMM, YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPADDUSB	YMM, YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPADDUSW	YMM, YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPADDW	YMM, YMM, YMM	1	1	1*p015	1	0.33	AVX2
VPALIGNR	YMM, YMM, YMM, I8	1	1	1*p5	1	1.00	AVX2
VPAND	YMM, YMM, YMM	1	1	1*p015	1	0.33	AVX2
VPANDN	YMM, YMM, YMM	1	1	1*p015	1	0.33	AVX2
VPAVGB	YMM, YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPAVGW	YMM, YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPBLENDD	XMM, XMM, XMM, I8	1	1	1*p015	1	0.38	AVX2
VPBLENDD	YMM, YMM, YMM, I8	1	1	1*p015	1	0.38	AVX2
VPBLENDVB	YMM, YMM, YMM, YMM	2	2	2*p015	2	1.00	AVX2
VPBLENDW	YMM, YMM, YMM, I8	1	1	1*p5	1	1.00	AVX2
VPBROADCASTB	XMM, XMM	1	1	1*p5	1	1.00	AVX2
VPBROADCASTB	YMM, XMM	1	1	1*p5	3	1.00	AVX2
VPBROADCASTD	XMM, XMM	1	1	1*p5	1	1.00	AVX2
VPBROADCASTD	YMM, XMM	1	1	1*p5	3	1.00	AVX2
VPBROADCASTQ	XMM, XMM	1	1	1*p5	1	1.00	AVX2
VPBROADCASTQ	YMM, XMM	1	1	1*p5	3	1.00	AVX2
VPBROADCASTW	XMM, XMM	1	1	1*p5	1	1.00	AVX2
VPBROADCASTW	YMM, XMM	1	1	1*p5	3	1.00	AVX2
VPCMPEQB	YMM, YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPCMPEQD	YMM, YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPCMPEQQ	YMM, YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPCMPEQW	YMM, YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPCMPGTB	YMM, YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPCMPGTD	YMM, YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPCMPGTQ	YMM, YMM, YMM	1	1	1*p5	3	1.00	AVX2
VPCMPGTW	YMM, YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPERM2I128	YMM, YMM, YMM, I8	1	1	1*p5	3	1.00	AVX2
VPERMD	YMM, YMM, YMM	1	1	1*p5	3	1.00	AVX2
VPERMPD	YMM, YMM, I8	1	1	1*p5	3	1.00	AVX2
VPERMPS	YMM, YMM, YMM	1	1	1*p5	3	1.00	AVX2
VPERMQ	YMM, YMM, I8	1	1	1*p5	3	1.00	AVX2
VPHADDD	YMM, YMM, YMM	3	3	1*p015+2*p5	3	2.00	AVX2
VPHADDSW	YMM, YMM, YMM	3	3	1*p01+2*p5	3	2.00	AVX2
VPHADDW	YMM, YMM, YMM	3	3	1*p015+2*p5	3	2.00	AVX2
VPHSUBD	YMM, YMM, YMM	3	3	1*p015+2*p5	3	2.00	AVX2
VPHSUBSW	YMM, YMM, YMM	3	3	1*p01+2*p5	3	2.00	AVX2
VPHSUBW	YMM, YMM, YMM	3	3	1*p015+2*p5	3	2.00	AVX2
VPMADDUBSW	YMM, YMM, YMM	1	1	1*p01	5	0.50	AVX2
VPMADDWD	YMM, YMM, YMM	1	1	1*p01	5	0.50	AVX2
VPMASKMOVD	M256, YMM, YMM	3	3	1*p0+1*p23+1*p4	14	1.00	AVX2
VPMASKMOVD	YMM, YMM, M256	2	2	1*p015+1*p23	1	1.00	AVX2
VPMASKMOVQ	M256, YMM, YMM	3	3	1*p0+1*p23+1*p4	14	1.00	AVX2
VPMASKMOVQ	YMM, YMM, M256	2	2	1*p015+1*p23	1	1.00	AVX2
VPMAXSB	YMM, YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPMAXSD	YMM, YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPMAXSW	YMM, YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPMAXUB	YMM, YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPMAXUD	YMM, YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPMAXUW	YMM, YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPMINSB	YMM, YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPMINSD	YMM, YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPMINSW	YMM, YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPMINUB	YMM, YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPMINUD	YMM, YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPMINUW	YMM, YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPMOVSXBD	YMM, M64	2	2	1*p23+1*p5		1.00	AVX2
VPMOVSXBQ	YMM, M32	2	2	1*p23+1*p5		1.00	AVX2
VPMOVSXBW	YMM, M128	2	2	1*p23+1*p5		1.00	AVX2
VPMOVSXDQ	YMM, M128	2	2	1*p23+1*p5		1.00	AVX2
VPMOVSXWD	YMM, M128	2	2	1*p23+1*p5		1.00	AVX2
VPMOVSXWQ	YMM, M64	2	2	1*p23+1*p5		1.00	AVX2
VPMOVZXBD	YMM, M64	2	2	1*p23+1*p5		1.00	AVX2
VPMOVZXBQ	YMM, M32	2	2	1*p23+1*p5		1.00	AVX2
VPMOVZXBW	YMM, M128	2	2	1*p23+1*p5		1.00	AVX2
VPMOVZXDQ	YMM, M128	2	2	1*p23+1*p5		1.00	AVX2
VPMOVZXWD	YMM, M128	2	2	1*p23+1*p5		1.00	AVX2
VPMOVZXWQ	YMM, M64	2	2	1*p23+1*p5		1.00	AVX2
VPMULDQ	YMM, YMM, M256	1	2	1*p01+1*p23	5	0.52	AVX2
VPMULHRSW	YMM, YMM, M256	1	2	1*p01+1*p23	5	0.53	AVX2
VPMULHUW	YMM, YMM, M256	1	2	1*p01+1*p23	5	0.52	AVX2
VPMULHW	YMM, YMM, M256	1	2	1*p01+1*p23	5	0.52	AVX2
VPMULLD	YMM, YMM, M256	3	3	2*p01+1*p23	10	1.00	AVX2
VPMULLW	YMM, YMM, M256	1	2	1*p01+1*p23	5	0.53	AVX2
VPMULUDQ	YMM, YMM, M256	1	2	1*p01+1*p23	5	0.53	AVX2
VPOR	YMM, YMM, M256	1	2	1*p015+1*p23	1	0.50	AVX2
VPSADBW	YMM, YMM, M256	1	2	1*p23+1*p5	3	1.00	AVX2
VPSHUFB	YMM, YMM, M256	2	2	1*p23+1*p5	1	1.00	AVX2
VPSHUFD	YMM, M256, I8	2	2	1*p23+1*p5		1.00	AVX2
VPSHUFHW	YMM, M256, I8	2	2	1*p23+1*p5		1.00	AVX2
VPSHUFLW	YMM, M256, I8	2	2	1*p23+1*p5		1.00	AVX2
VPSIGNB	YMM, YMM, M256	1	2	1*p01+1*p23	1	0.50	AVX2
VPSIGND	YMM, YMM, M256	1	2	1*p01+1*p23	1	0.50	AVX2
VPSIGNW	YMM, YMM, M256	1	2	1*p01+1*p23	1	0.50	AVX2
VPSLLD	YMM, YMM, I8	1	1	1*p01	1	0.50	AVX2
VPSLLD	YMM, YMM, XMM	2	2	1*p01+1*p5	4	1.00	AVX2
VPSLLQ	YMM, YMM, I8	1	1	1*p01	1	0.50	AVX2
VPSLLQ	YMM, YMM, XMM	2	2	1*p01+1*p5	4	1.00	AVX2
VPSLLVD	XMM, XMM, XMM	1	1	1*p01	1	0.50	AVX2
VPSLLVD	YMM, YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPSLLVQ	XMM, XMM, XMM	1	1	1*p01	1	0.50	AVX2
VPSLLVQ	YMM, YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPSLLW	YMM, YMM, M128	2	2	1*p01+1*p23	1	1.00	AVX2
VPSRAD	YMM, YMM, I8	1	1	1*p01	1	0.50	AVX2
VPSRAD	YMM, YMM, XMM	2	2	1*p01+1*p5	4	1.00	AVX2
VPSRAVD	XMM, XMM, XMM	1	1	1*p01	1	0.50	AVX2
VPSRAVD	YMM, YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPSRAW	YMM, YMM, M128	2	2	1*p01+1*p23	1	1.00	AVX2
VPSRLD	YMM, YMM, I8	1	1	1*p01	1	0.50	AVX2
VPSRLD	YMM, YMM, XMM	2	2	1*p01+1*p5	4	1.00	AVX2
VPSRLQ	YMM, YMM, I8	1	1	1*p01	1	0.50	AVX2
VPSRLQ	YMM, YMM, XMM	2	2	1*p01+1*p5	4	1.00	AVX2
VPSRLVD	XMM, XMM, XMM	1	1	1*p01	1	0.50	AVX2
VPSRLVD	YMM, YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPSRLVQ	XMM, XMM, XMM	1	1	1*p01	1	0.50	AVX2
VPSRLVQ	YMM, YMM, YMM	1	1	1*p01	1	0.50	AVX2
VPSRLW	YMM, YMM, M128	2	2	1*p01+1*p23	1	1.00	AVX2
VPSUBB	YMM, YMM, M256	1	2	1*p015+1*p23	1	0.50	AVX2
VPSUBD	YMM, YMM, M256	1	2	1*p015+1*p23	1	0.50	AVX2
VPSUBQ	YMM, YMM, M256	1	2	1*p015+1*p23	1	0.50	AVX2
VPSUBSB	YMM, YMM, M256	1	2	1*p01+1*p23	1	0.50	AVX2
VPSUBSW	YMM, YMM, M256	1	2	1*p01+1*p23	1	0.50	AVX2
VPSUBUSB	YMM, YMM, M256	1	2	1*p01+1*p23	1	0.50	AVX2
VPSUBUSW	YMM, YMM, M256	1	2	1*p01+1*p23	1	0.50	AVX2
VPSUBW	YMM, YMM, M256	1	2	1*p015+1*p23	1	0.50	AVX2
VPUNPCKHBW	YMM, YMM, M256	1	2	1*p23+1*p5	1	1.00	AVX2
VPUNPCKHDQ	YMM, YMM, M256	1	2	1*p23+1*p5	1	1.00	AVX2
VPUNPCKHQDQ	YMM, YMM, M256	1	2	1*p23+1*p5	1	1.00	AVX2
VPUNPCKHWD	YMM, YMM, M256	1	2	1*p23+1*p5	1	1.00	AVX2
VPUNPCKLBW	YMM, YMM, M256	1	2	1*p23+1*p5	1	1.00	AVX2
VPUNPCKLDQ	YMM, YMM, M256	1	2	1*p23+1*p5	1	1.00	AVX2
VPUNPCKLQDQ	YMM, YMM, M256	1	2	1*p23+1*p5	1	1.00	AVX2
VPUNPCKLWD	YMM, YMM, M256	1	2	1*p23+1*p5	1	1.00	AVX2
VPXOR	YMM, YMM, M256	1	2	1*p015+1*p23	1	0.50	AVX2
VGATHERDPD	XMM, VSIB_XMM, XMM	4	5	1*p0+1*p015+2*p23+1*p5	18	2.00	AVX2GATHER
VGATHERDPS	XMM, VSIB_XMM, XMM	4	5	1*p0+1*p015+4*p23+1*p5	20	3.00	AVX2GATHER
VGATHERQPD	XMM, VSIB_XMM, XMM	4	5	1*p0+1*p015+2*p23+1*p5	18	2.00	AVX2GATHER
VGATHERQPS	XMM, VSIB_XMM, XMM	4	5	1*p0+1*p015+2*p23+1*p5	18	2.00	AVX2GATHER
VPGATHERDD	XMM, VSIB_XMM, XMM	4	5	1*p0+1*p015+4*p23+1*p5	20	3.00	AVX2GATHER
VPGATHERDQ	XMM, VSIB_XMM, XMM	4	5	1*p0+1*p015+2*p23+1*p5	18	2.00	AVX2GATHER
VPGATHERQD	XMM, VSIB_XMM, XMM	4	5	1*p0+1*p015+2*p23+1*p5	18	2.00	AVX2GATHER
VPGATHERQQ	XMM, VSIB_XMM, XMM	4	5	1*p0+1*p015+2*p23+1*p5	18	2.00	AVX2GATHER
VADDPD	XMM, K, XMM, M64_1to2	1	2	1*p01+1*p23	4	0.54	AVX512F_128
VADDPD	YMM, K, YMM, M256	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VADDPD	YMM, K, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VADDPD	ZMM, K, ZMM, M64_1to8	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VADDPD	ZMM, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VADDPD	ZMM, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512F_512
VADDPD	XMM, XMM, M128	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VADDPD	XMM, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_128
VADDPD	YMM, YMM, M64_1to4	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VADDPD	XMM, K, XMM, M128	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VADDPD	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_128
VADDPD	YMM, K, YMM, M64_1to4	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VADDPD	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VADDPD	ZMM, K, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512F_512
VADDPS	XMM, K, XMM, M32_1to4	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VADDPS	YMM, K, YMM, M256	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VADDPS	YMM, K, YMM, YMM	1	1	1*p01	4	0.50	AVX512F_256
VADDPS	ZMM, K, ZMM, M512	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VADDPS	ZMM, ZMM, M32_1to16	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VADDPS	ZMM, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512F_512
VADDPS	XMM, XMM, M128	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VADDPS	XMM, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_128
VADDPS	YMM, YMM, M32_1to8	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VADDPS	XMM, K, XMM, M128	1	2	1*p01+1*p23	4	0.53	AVX512F_128
VADDPS	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_128
VADDPS	YMM, K, YMM, M32_1to8	1	2	1*p01+1*p23	4	0.53	AVX512F_256
VADDPS	ZMM, K, ZMM, M32_1to16	1	2	1*p0+1*p23	4	1.00	AVX512F_512
VADDPS	ZMM, K, ZMM, ZMM	1	1	1*p0	4	1.00	AVX512F_512
VADDSD	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_SCALAR
VADDSD	XMM, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_SCALAR
VADDSD	XMM, K, XMM, M64	1	2	1*p01+1*p23	4	0.53	AVX512F_SCALAR
VADDSS	XMM, K, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_SCALAR
VADDSS	XMM, XMM, XMM	1	1	1*p01	4	0.50	AVX512F_SCALAR
VADDSS	XMM, K, XMM, M32	1	2	1*p01+1*p23	4	0.53	AVX512F_SCALAR
VALIGND	XMM, K, XMM, M128, I8	2	2	1*p23+1*p5	1	1.00	AVX512F_128
VALIGND	XMM, K, XMM, XMM, I8	1	1	1*p5	1	1.00	AVX512F_128
VALIGND	XMM, XMM, M32_1to4, I8	2	2	1*p23+1*p5	1	1.00	AVX512F_128
VALIGND	YMM, K, YMM, M256, I8	2	2	1*p23+1*p5	3	1.00	AVX512F_256
VALIGND	YMM, K, YMM, YMM, I8	1	1	1*p5	3	1.00	AVX512F_256
VALIGND	YMM, YMM, M32_1to8, I8	2	2	1*p23+1*p5	3	1.00	AVX512F_256
VALIGND	ZMM, K, ZMM, M32_1to16, I8	2	2	1*p23+1*p5	3	1.00	AVX512F_512
VALIGND	ZMM, K, ZMM, ZMM, I8	1	1	1*p5	3	1.00	AVX512F_512
VALIGND	ZMM, ZMM, M512, I8	2	2	1*p23+1*p5	3	1.00	AVX512F_512
VALIGND	YMM, K, YMM, M32_1to8, I8	2	2	1*p23+1*p5	3	1.00	AVX512F_256
VALIGNQ	XMM, K, XMM, M64_1to2, I8	2	2	1*p23+1*p5	1	1.00	AVX512F_128
VALIGNQ	XMM, XMM, M128, I8	2	2	1*p23+1*p5	1	1.00	AVX512F_128
VALIGNQ	XMM, XMM, XMM, I8	1	1	1*p5	1	1.00	AVX512F_128
VALIGNQ	YMM, K, YMM, M64_1to4, I8	2	2	1*p23+1*p5	3	1.00	AVX512F_256
VALIGNQ	YMM, YMM, M256, I8	2	2	1*p23+1*p5	3	1.00	AVX512F_256
VALIGNQ	YMM, YMM, YMM, I8	1	1	1*p5	3	1.00	AVX512F_256
VALIGNQ	ZMM, K, ZMM, M64_1to8, I8	2	2	1*p23+1*p5	3	1.00	AVX512F_512
VALIGNQ	ZMM, ZMM, M512, I8	2	2	1*p23+1*p5	3	1.00	AVX512F_512
VALIGNQ	ZMM, ZMM, ZMM, I8	1	1	1*p5	3	1.00	AVX512F_512
VALIGNQ	YMM, K, YMM, M256, I8	2	2	1*p23+1*p5	3	1.00	AVX512F_256
VALIGNQ	YMM, K, YMM, YMM, I8	1	1	1*p5	3	1.00	AVX512F_256
VANDNPD	XMM, K, XMM, M128	1	2	1*p015+1*p23	1	0.50	AVX512DQ_128
VANDNPD	XMM, K, XMM, XMM	1	1	1*p015	1	0.38	AVX512DQ_128
VANDNPD	YMM, K, YMM, M64_1to4	1	2	1*p015+1*p23	1	0.50	AVX512DQ_256
VANDNPD	ZMM, K, ZMM, M512	1	2	1*p05+1*p23	1	0.50	AVX512DQ_512
VANDNPD	ZMM, K, ZMM, ZMM	1	1	1*p05	1	0.50	AVX512DQ_512
VANDNPD	ZMM, ZMM, M64_1to8	1	2	1*p05+1*p23	1	0.50	AVX512DQ_512
VANDNPD	XMM, XMM, M128	1	2	1*p015+1*p23	1	0.50	AVX512DQ_128
VANDNPD	XMM, XMM, XMM	1	1	1*p015	1	0.38	AVX512DQ_128
VANDNPD	YMM, YMM, M64_1to4	1	2	1*p015+1*p23	1	0.50	AVX512DQ_256
VANDNPS	XMM, K, XMM, M32_1to4	1	2	1*p015+1*p23	1	0.50	AVX512DQ_128
VANDNPS	YMM, K, YMM, M256	1	2	1*p015+1*p23	1	0.50	AVX512DQ_256
VANDNPS	YMM, K, YMM, YMM	1	1	1*p015	1	0.38	AVX512DQ_256
VANDNPS	ZMM, K, ZMM, M512	1	2	1*p05+1*p23	1	0.50	AVX512DQ_512
VANDNPS	ZMM, ZMM, M32_1to16	1	2	1*p05+1*p23	1	0.50	AVX512DQ_512
VANDNPS	ZMM, ZMM, ZMM	1	1	1*p05	1	0.50	AVX512DQ_512
VANDNPS	XMM, XMM, M32_1to4	1	2	1*p015+1*p23	1	0.50	AVX512DQ_128
VANDNPS	YMM, YMM, M256	1	2	1*p015+1*p23	1	0.50	AVX512DQ_256
VANDNPS	YMM, YMM, YMM	1	1	1*p015	1	0.38	AVX512DQ_256
VANDPD	XMM, K, XMM, M128	1	2	1*p015+1*p23	1	0.50	AVX512DQ_128
VANDPD	XMM, K, XMM, XMM	1	1	1*p015	1	0.38	AVX512DQ_128
VANDPD	YMM, K, YMM, M64_1to4	1	2	1*p015+1*p23	1	0.50	AVX512DQ_256
VANDPD	ZMM, K, ZMM, M512	1	2	1*p05+1*p23	1	0.50	AVX512DQ_512
VANDPD	ZMM, K, ZMM, ZMM	1	1	1*p05	1	0.50	AVX512DQ_512
VANDPD	ZMM, ZMM, M64_1to8	1	2	1*p05+1*p23	1	0.50	AVX512DQ_512
VANDPD	XMM, XMM, M128	1	2	1*p015+1*p23	1	0.50	AVX512DQ_128
VANDPD	XMM, XMM, XMM	1	1	1*p015	1	0.38	AVX512DQ_128
VANDPD	YMM, YMM, M64_1to4	1	2	1*p015+1*p23	1	0.50	AVX512DQ_256
VANDPS	XMM, K, XMM, M32_1to4	1	2	1*p015+1*p23	1	0.50	AVX512DQ_128
VANDPS	YMM, K, YMM, M256	1	2	1*p015+1*p23	1	0.50	AVX512DQ_256
VANDPS	YMM, K, YMM, YMM	1	1	1*p015	1	0.38	AVX512DQ_256
VANDPS	ZMM, K, ZMM, M512	1	2	1*p05+1*p23	1	0.50	AVX512DQ_512
VANDPS	ZMM, ZMM, M32_1to16	1	2	1*p05+1*p23	1	0.50	AVX512DQ_512
VANDPS	ZMM, ZMM, ZMM	1	1	1*p05	1	0.50	AVX512DQ_512
VANDPS	XMM, XMM, M32_1to4	1	2	1*p015+1*p23	1	0.50	AVX512DQ_128
VANDPS	YMM, YMM, M256	1	2	1*p015+1*p23	1	0.50	AVX512DQ_256
VANDPS	YMM, YMM, YMM	1	1	1*p015	1	0.38	AVX512DQ_256
VBLENDMPD	XMM, K, XMM, M128	1	2	1*p015+1*p23	1	0.50	AVX512F_128
VBLENDMPD	XMM, K, XMM, XMM	1	1	1*p015	1	0.38	AVX512F_128
VBLENDMPD	XMM, XMM, M64_1to2	1	2	1*p015+1*p23	1	0.50	AVX512F_128
VBLENDMPD	YMM, K, YMM, M256	1	2	1*p015+1*p23	1	0.50	AVX512F_256
VBLENDMPD	YMM, K, YMM, YMM	1	1	1*p015	1	0.38	AVX512F_256
VBLENDMPD	YMM, YMM, M64_1to4	1	2	1*p015+1*p23	1	0.50	AVX512F_256
VBLENDMPD	ZMM, K, ZMM, M512	1	2	1*p05+1*p23	1	0.50	AVX512F_512
VBLENDMPD	ZMM, K, ZMM, ZMM	1	1	1*p05	1	0.50	AVX512F_512
VBLENDMPD	ZMM, ZMM, M64_1to8	1	2	1*p05+1*p23	1	0.50	AVX512F_512
VBLENDMPD	YMM, K, YMM, M64_1to4	1	2	1*p015+1*p23	1	0.50	AVX512F_256
VBLENDMPS	XMM, K, XMM, M32_1to4	1	2	1*p015+1*p23	1	0.50	AVX512F_128
VBLENDMPS	XMM, XMM, M128	1	2	1*p015+1*p23	1	0.50	AVX512F_128
VBLENDMPS	XMM, XMM, XMM	1	1	1*p015	1	0.38	AVX512F_128
VBLENDMPS	YMM, K, YMM, M32_1to8	1	2	1*p015+1*p23	1	0.50	AVX512F_256
VBLENDMPS	YMM, YMM, M256	1	2	1*p015+1*p23	1	0.50	AVX512F_256
VBLENDMPS	YMM, YMM, YMM	1	1	1*p015	1	0.38	AVX512F_256
VBLENDMPS	ZMM, K, ZMM, M512	1	2	1*p05+1*p23	1	0.50	AVX512F_512
VBLENDMPS	ZMM, ZMM, M32_1to16	1	2	1*p05+1*p23	1	0.50	AVX512F_512
VBLENDMPS	ZMM, ZMM, ZMM	1	1	1*p05	1	0.50	AVX512F_512
VBLENDMPS	YMM, K, YMM, M256	1	2	1*p015+1*p23	1	0.50	AVX512F_256
VBLENDMPS	YMM, K, YMM, YMM	1	1	1*p015	1	0.38	AVX512F_256
VBROADCASTF32X2	YMM, K, M64	1	2	1*p015+1*p23	1	0.50	AVX512DQ_256
VBROADCASTF32X2	YMM, M64	1	1	1*p23		0.50	AVX512DQ_256
VBROADCASTF32X2	ZMM, K, M64	1	2	1*p05+1*p23	1	0.50	AVX512DQ_512
VBROADCASTF32X2	ZMM, M64	1	1	1*p23		0.50	AVX512DQ_512
VBROADCASTF32X4	YMM, K, M128	1	2	1*p015+1*p23	1	0.50	AVX512F_256
VBROADCASTF32X4	ZMM, K, M128	1	2	1*p05+1*p23	1	0.50	AVX512F_512
VBROADCASTF32X8	ZMM, K, M256	1	2	1*p05+1*p23	1	0.50	AVX512DQ_512
VBROADCASTF64X2	YMM, M128	1	1	1*p23		0.50	AVX512DQ_256
VBROADCASTF64X2	ZMM, M128	1	1	1*p23		0.50	AVX512DQ_512
VBROADCASTF64X2	ZMM, K, M128	1	2	1*p05+1*p23	1	0.50	AVX512DQ_512
VBROADCASTF64X4	ZMM, M256	1	1	1*p23		0.50	AVX512F_512
VBROADCASTI32X2	XMM, K, M64	1	2	1*p015+1*p23	1	0.50	AVX512DQ_128
VBROADCASTI32X2	XMM, M64	1	1	1*p23		0.50	AVX512DQ_128
VBROADCASTI32X2	YMM, K, M64	1	2	1*p015+1*p23	1	0.50	AVX512DQ_256
VBROADCASTI32X2	YMM, M64	1	1	1*p23		0.50	AVX512DQ_256
VBROADCASTI32X2	ZMM, K, M64	1	2	1*p05+1*p23	1	0.50	AVX512DQ_512
VBROADCASTI32X2	ZMM, M64	1	1	1*p23		0.50	AVX512DQ_512
VBROADCASTI32X4	YMM, K, M128	1	2	1*p015+1*p23	1	0.50	AVX512F_256
VBROADCASTI32X4	ZMM, K, M128	1	2	1*p05+1*p23	1	0.50	AVX512F_512
VBROADCASTI32X8	ZMM, K, M256	1	2	1*p05+1*p23	1	0.50	AVX512DQ_512
VBROADCASTI64X2	YMM, M128	1	1	1*p23		0.50	AVX512DQ_256
VBROADCASTI64X2	ZMM, M128	1	1	1*p23		0.50	AVX512DQ_512
